applicant_id,age,gender,region,education,employment,employment_years,monthly_income,loan_amount,loan_duration,interest_rate,loan_purpose,credit_score,dependents,previous_loans,repayment_history,collateral,debt_to_income_ratio,loan_status
104291,32,Female,Southeast Asia,Secondary,Small Business,12,15179,34304,36,24.43,Housing,486,4,2,Good,No,0.188,0
104292,59,Female,Latin America,Primary,Farmer,0,9308,105361,24,18.4,Housing,681,0,0,Average,Yes,0.943,0
104293,37,Male,Latin America,Secondary,Salaried,23,40455,50201,36,14.92,Agriculture,739,0,1,Good,No,0.103,1
104294,21,Female,Southeast Asia,Postgraduate,Farmer,22,45436,48513,24,22.79,Business,803,1,0,Average,No,0.089,0
104295,28,Female,Sub-Saharan Africa,Secondary,Salaried,16,18918,65266,12,15.74,Housing,326,3,3,Average,No,0.287,0
104296,27,Female,Southeast Asia,Postgraduate,Salaried,14,8059,106914,24,27.49,Education,521,5,3,Good,Yes,1.106,0
104297,30,Male,Sub-Saharan Africa,Primary,Salaried,19,36026,111646,18,24.48,Housing,368,5,1,Average,No,0.258,1
104298,44,Female,South Asia,Primary,Salaried,8,45857,81620,36,22.72,Agriculture,329,5,3,Average,No,0.148,0
104299,46,Male,Southeast Asia,Postgraduate,Salaried,10,31619,111304,24,24.74,Education,739,4,3,Average,No,0.293,1
104300,23,Male,Sub-Saharan Africa,Primary,Self-employed,24,11365,44675,12,16.91,Housing,645,0,5,Good,Yes,0.328,1
104301,54,Male,Southeast Asia,Postgraduate,Small Business,16,46791,77100,36,12.41,Education,457,3,3,Poor,Yes,0.137,1
104302,54,Male,Latin America,Postgraduate,Farmer,17,39805,131574,12,17.91,Housing,433,2,3,Poor,No,0.275,1
104303,43,Male,Latin America,Postgraduate,Farmer,2,11663,137932,36,20.83,Medical,609,3,3,Good,Yes,0.986,0
104304,55,Male,South Asia,Secondary,Small Business,27,17175,47699,12,25.09,Agriculture,552,3,4,Good,No,0.231,1
104305,35,Male,South Asia,Graduate,Farmer,26,17218,15860,12,27.14,Agriculture,358,3,4,Good,No,0.077,1
104306,21,Female,South Asia,Graduate,Small Business,29,25790,81320,12,12.88,Business,307,1,2,Average,No,0.263,0
104307,29,Female,South Asia,Graduate,Farmer,20,35553,118674,36,12.32,Housing,332,1,4,Poor,Yes,0.278,1
104308,29,Male,Latin America,Secondary,Salaried,7,38908,45764,24,21.08,Agriculture,599,5,3,Good,No,0.098,0
104309,52,Female,Latin America,Postgraduate,Self-employed,29,20599,71417,36,16.58,Medical,514,0,4,Good,Yes,0.289,0
104310,39,Female,South Asia,Graduate,Farmer,15,24157,93589,18,25.61,Housing,743,0,0,Average,Yes,0.323,0
104311,47,Male,South Asia,Postgraduate,Salaried,0,40435,92633,12,25.55,Education,361,4,4,Average,No,0.191,1
104312,47,Male,Latin America,Primary,Salaried,17,7822,144095,12,27.63,Business,560,0,4,Poor,Yes,1.535,1
104313,31,Female,Latin America,Secondary,Salaried,24,24305,105328,36,15.64,Medical,672,2,0,Average,No,0.361,0
104314,60,Female,Latin America,Postgraduate,Self-employed,25,33858,137724,24,13.01,Housing,771,3,4,Poor,Yes,0.339,0
104315,47,Female,South Asia,Postgraduate,Self-employed,25,19679,91999,24,26.32,Education,480,2,2,Average,No,0.39,0
104316,42,Female,Southeast Asia,Primary,Small Business,1,32322,59596,18,22.91,Housing,780,3,4,Average,No,0.154,1
104317,34,Female,South Asia,Graduate,Salaried,4,49245,51018,24,26.48,Education,822,0,2,Good,No,0.086,0
104318,42,Male,Sub-Saharan Africa,Primary,Salaried,5,6283,18495,36,24.24,Housing,366,2,0,Average,No,0.245,0
104319,26,Female,South Asia,Graduate,Farmer,27,41798,19737,6,21.04,Housing,742,3,0,Poor,No,0.039,1
104320,46,Male,Latin America,Graduate,Self-employed,26,34724,120324,36,18.08,Housing,476,2,2,Good,No,0.289,0
104321,64,Female,Latin America,Graduate,Self-employed,21,42971,103705,6,20.59,Education,511,5,3,Average,No,0.201,0
104322,23,Male,Southeast Asia,Secondary,Farmer,11,25034,140809,12,19.06,Business,828,2,5,Poor,No,0.469,0
104323,22,Female,South Asia,Secondary,Small Business,17,23577,119875,36,20.73,Housing,756,2,1,Poor,No,0.424,1
104324,58,Male,Sub-Saharan Africa,Graduate,Farmer,10,18829,43221,6,26.02,Education,698,3,5,Average,Yes,0.191,1
104325,55,Female,Latin America,Postgraduate,Small Business,19,22106,111885,12,17.34,Business,548,5,2,Good,No,0.422,0
104326,44,Male,Sub-Saharan Africa,Secondary,Self-employed,24,25906,137695,6,15.6,Medical,309,3,1,Good,No,0.443,0
104327,43,Male,Southeast Asia,Secondary,Small Business,12,25476,77108,24,12.28,Housing,601,1,0,Good,No,0.252,1
104328,32,Female,Sub-Saharan Africa,Secondary,Farmer,16,13031,65629,12,17.74,Agriculture,565,1,0,Average,No,0.42,1
104329,24,Female,Southeast Asia,Secondary,Self-employed,7,32081,93366,12,13.25,Education,461,3,3,Good,Yes,0.243,0
104330,50,Female,Sub-Saharan Africa,Secondary,Farmer,23,45757,108145,36,24.13,Medical,845,5,0,Average,No,0.197,1
104331,32,Female,Sub-Saharan Africa,Secondary,Farmer,6,22767,15809,18,12.81,Medical,375,5,4,Good,No,0.058,1
104332,51,Female,South Asia,Graduate,Farmer,3,35070,76749,6,22.67,Agriculture,650,0,5,Good,No,0.182,1
104333,34,Male,Sub-Saharan Africa,Primary,Farmer,26,48626,22246,18,24.77,Education,342,3,4,Good,Yes,0.038,1
104334,52,Female,Southeast Asia,Primary,Self-employed,8,30004,21657,24,14.14,Business,527,5,3,Average,No,0.06,0
104335,51,Male,Latin America,Postgraduate,Self-employed,12,15660,147684,36,24.16,Agriculture,443,3,0,Good,No,0.786,1
104336,21,Female,Latin America,Graduate,Self-employed,24,12985,127103,36,23.87,Agriculture,737,0,2,Good,Yes,0.816,1
104337,57,Female,Southeast Asia,Secondary,Small Business,10,49140,70326,12,16.62,Medical,301,1,1,Average,No,0.119,0
104338,41,Female,Sub-Saharan Africa,Graduate,Farmer,7,40510,147861,24,17.19,Agriculture,424,4,3,Average,Yes,0.304,1
104339,63,Female,Latin America,Secondary,Farmer,21,41934,49221,36,27.66,Housing,805,3,5,Poor,No,0.098,0
104340,27,Male,South Asia,Graduate,Farmer,18,42542,56038,36,16.25,Education,314,1,2,Average,No,0.11,1
104341,36,Male,Southeast Asia,Secondary,Salaried,28,8215,100628,36,21.9,Agriculture,372,4,2,Good,Yes,1.021,1
104342,38,Male,Southeast Asia,Postgraduate,Self-employed,10,31589,115397,12,17.43,Business,740,5,3,Average,Yes,0.304,0
104343,41,Female,Sub-Saharan Africa,Primary,Self-employed,17,23426,22514,6,25.36,Housing,367,2,4,Average,Yes,0.08,0
104344,28,Female,Southeast Asia,Primary,Small Business,6,10280,67871,6,15.58,Education,833,5,3,Good,No,0.55,0
104345,57,Male,Latin America,Primary,Small Business,12,40523,65887,12,17.3,Education,527,0,2,Average,No,0.135,0
104346,41,Male,Sub-Saharan Africa,Postgraduate,Small Business,13,16507,99689,18,19.79,Business,544,3,4,Poor,No,0.503,1
104347,30,Female,Southeast Asia,Secondary,Small Business,5,23682,53971,18,19.26,Business,366,3,2,Good,No,0.19,0
104348,27,Female,Southeast Asia,Secondary,Farmer,4,39090,11679,6,25.64,Housing,352,1,2,Average,Yes,0.025,1
104349,56,Male,South Asia,Graduate,Salaried,7,20125,28738,24,19.95,Housing,755,5,5,Average,Yes,0.119,1
104350,55,Male,South Asia,Postgraduate,Farmer,10,33266,77808,12,20.38,Business,708,4,3,Good,No,0.195,0
104351,63,Male,Southeast Asia,Graduate,Farmer,6,9932,75471,24,23.82,Housing,669,2,5,Average,No,0.633,0
104352,26,Male,Latin America,Primary,Small Business,3,36457,106370,6,22.34,Agriculture,315,3,4,Poor,No,0.243,1
104353,49,Female,Sub-Saharan Africa,Primary,Salaried,1,18838,59304,24,24.36,Business,483,0,2,Average,Yes,0.262,0
104354,56,Female,Southeast Asia,Secondary,Salaried,7,19385,94970,18,15.51,Medical,762,0,3,Average,Yes,0.408,0
104355,21,Male,South Asia,Secondary,Salaried,10,13522,13321,18,20.34,Agriculture,630,3,3,Average,No,0.082,0
104356,35,Male,Southeast Asia,Secondary,Farmer,4,41330,38143,6,20.77,Agriculture,743,1,5,Good,No,0.077,0
104357,33,Female,Sub-Saharan Africa,Primary,Salaried,21,11839,148150,12,27.37,Agriculture,393,1,2,Average,No,1.043,1
104358,29,Male,Latin America,Graduate,Small Business,14,23381,103929,12,15.2,Agriculture,470,1,4,Good,No,0.37,0
104359,56,Female,Sub-Saharan Africa,Secondary,Salaried,19,25858,105965,18,25.57,Education,804,0,5,Good,Yes,0.341,1
104360,32,Female,Sub-Saharan Africa,Postgraduate,Small Business,1,19179,35933,36,26.25,Agriculture,427,1,0,Good,No,0.156,0
104361,29,Male,South Asia,Primary,Salaried,19,18804,34781,36,20.81,Business,656,2,4,Good,No,0.154,0
104362,27,Female,Sub-Saharan Africa,Primary,Farmer,5,11686,89494,12,20.56,Business,668,4,5,Good,Yes,0.638,0
104363,33,Female,Southeast Asia,Graduate,Small Business,29,17735,147375,6,12.23,Agriculture,765,5,0,Average,Yes,0.692,0
104364,37,Female,South Asia,Postgraduate,Small Business,24,24837,30265,6,18.64,Education,558,3,3,Average,Yes,0.102,0
104365,62,Male,Latin America,Graduate,Self-employed,26,15930,111058,12,14.36,Agriculture,410,2,5,Average,No,0.581,1
104366,25,Male,Southeast Asia,Graduate,Farmer,17,10121,47244,18,23.47,Agriculture,344,1,0,Poor,No,0.389,1
104367,26,Female,Latin America,Graduate,Small Business,13,16679,37198,6,13.72,Education,567,2,3,Poor,No,0.186,0
104368,60,Male,Southeast Asia,Primary,Farmer,15,34052,63532,12,16.49,Agriculture,739,3,3,Good,No,0.155,0
104369,47,Female,Sub-Saharan Africa,Postgraduate,Small Business,5,10460,64027,6,18.56,Medical,463,0,0,Good,Yes,0.51,1
104370,58,Female,Latin America,Postgraduate,Farmer,27,42784,74561,12,15.43,Business,381,5,4,Good,No,0.145,1
104371,28,Male,Latin America,Primary,Salaried,25,24264,117075,6,21.72,Education,760,3,2,Good,No,0.402,0
104372,21,Female,Latin America,Postgraduate,Self-employed,20,25486,96621,12,13.56,Education,640,4,5,Good,No,0.316,0
104373,55,Female,South Asia,Secondary,Farmer,28,13980,34498,24,13.37,Business,737,2,0,Good,No,0.206,0
104374,21,Male,Southeast Asia,Secondary,Salaried,18,10414,107770,12,26.8,Housing,596,5,0,Poor,No,0.862,1
104375,34,Female,Southeast Asia,Primary,Small Business,4,27122,107734,18,25.41,Medical,460,4,5,Poor,No,0.331,1
104376,41,Male,Latin America,Graduate,Self-employed,6,27246,130221,24,15.14,Housing,472,0,1,Poor,No,0.398,1
104377,38,Male,South Asia,Secondary,Self-employed,21,33557,19590,12,16.81,Housing,838,3,4,Good,Yes,0.049,1
104378,47,Female,South Asia,Graduate,Farmer,29,20296,102079,12,21.5,Agriculture,630,0,1,Poor,No,0.419,0
104379,32,Female,Southeast Asia,Primary,Salaried,1,21515,99989,24,26.72,Business,484,2,1,Poor,No,0.387,1
104380,55,Female,Latin America,Primary,Farmer,25,43064,126940,6,25.08,Agriculture,498,1,3,Poor,Yes,0.246,1
104381,58,Female,Southeast Asia,Primary,Farmer,5,29838,74371,24,14.34,Medical,410,0,1,Average,No,0.208,0
104382,56,Male,Sub-Saharan Africa,Secondary,Self-employed,17,33542,63914,6,19.36,Agriculture,336,5,4,Poor,No,0.159,1
104383,28,Female,Sub-Saharan Africa,Graduate,Salaried,0,37297,80873,6,26.44,Business,764,4,3,Average,Yes,0.181,0
104384,59,Male,Southeast Asia,Postgraduate,Salaried,18,34386,90671,24,25.65,Education,745,4,2,Poor,Yes,0.22,0
104385,27,Male,Sub-Saharan Africa,Primary,Farmer,8,36045,100843,18,24.29,Agriculture,457,3,2,Good,No,0.233,1
104386,23,Male,Latin America,Primary,Farmer,25,42028,67748,6,25.87,Business,748,2,4,Average,Yes,0.134,1
104387,28,Female,Southeast Asia,Primary,Farmer,24,8655,39746,12,26.18,Education,774,0,1,Good,Yes,0.383,1
104388,50,Male,Sub-Saharan Africa,Secondary,Self-employed,18,17028,18634,36,15.44,Education,411,4,2,Average,Yes,0.091,0
104389,60,Male,Sub-Saharan Africa,Secondary,Small Business,28,41458,137932,6,20.68,Education,508,1,5,Average,No,0.277,1
104390,60,Male,Sub-Saharan Africa,Graduate,Self-employed,16,10502,11115,36,13.68,Education,774,3,3,Good,Yes,0.088,0
104391,63,Female,South Asia,Graduate,Small Business,5,38919,136718,24,26.71,Business,460,2,1,Good,No,0.293,1
104392,48,Female,Sub-Saharan Africa,Graduate,Salaried,26,13905,135424,6,23.09,Business,689,2,0,Good,No,0.812,0
104393,63,Female,Southeast Asia,Secondary,Salaried,29,40996,95314,18,12.27,Medical,489,2,3,Average,No,0.194,0
104394,24,Male,Southeast Asia,Secondary,Self-employed,25,42460,76276,36,12.34,Agriculture,718,2,0,Average,No,0.15,1
104395,23,Male,Latin America,Secondary,Farmer,21,26289,122973,36,12.17,Agriculture,440,0,4,Good,No,0.39,1
104396,39,Female,South Asia,Graduate,Salaried,7,23185,79592,36,24.94,Education,700,5,1,Good,No,0.286,0
104397,39,Female,Sub-Saharan Africa,Secondary,Farmer,21,29657,68252,36,14.03,Agriculture,790,4,3,Good,No,0.192,0
104398,41,Female,Southeast Asia,Secondary,Small Business,6,9253,136021,36,14.71,Business,613,5,2,Good,No,1.225,1
104399,25,Female,Latin America,Graduate,Self-employed,26,36444,125951,12,18.75,Housing,374,0,3,Good,No,0.288,1
104400,64,Male,Southeast Asia,Secondary,Salaried,4,16855,100594,36,26.84,Housing,596,2,1,Average,Yes,0.497,1
104401,51,Male,Southeast Asia,Postgraduate,Small Business,16,17678,64919,36,24.97,Medical,668,4,0,Good,No,0.306,0
104402,45,Female,South Asia,Graduate,Farmer,7,35844,31990,24,25.63,Agriculture,598,3,0,Good,No,0.074,1
104403,49,Male,Southeast Asia,Secondary,Self-employed,18,11514,29418,12,24.14,Business,529,0,4,Average,Yes,0.213,0
104404,37,Male,South Asia,Postgraduate,Small Business,5,6680,78942,12,13.24,Medical,820,2,1,Average,Yes,0.985,0
104405,41,Male,South Asia,Graduate,Self-employed,11,9937,60159,12,21.18,Education,708,3,2,Good,No,0.505,0
104406,22,Female,Southeast Asia,Secondary,Small Business,24,14694,88289,18,13.32,Agriculture,706,4,5,Average,No,0.501,0
104407,64,Female,Southeast Asia,Postgraduate,Salaried,21,24372,61276,36,14.37,Business,653,5,2,Poor,No,0.21,0
104408,32,Male,Southeast Asia,Primary,Salaried,16,43797,62905,24,20.36,Education,675,1,2,Good,Yes,0.12,0
104409,23,Female,Latin America,Secondary,Small Business,0,40418,90290,12,16.21,Housing,626,4,0,Average,Yes,0.186,1
104410,56,Female,Sub-Saharan Africa,Secondary,Self-employed,29,38887,102752,24,20.34,Business,354,4,0,Average,No,0.22,0
104411,49,Female,Latin America,Secondary,Salaried,23,30691,17987,24,26.4,Agriculture,693,2,5,Good,No,0.049,1
104412,47,Male,Sub-Saharan Africa,Secondary,Salaried,8,16477,125523,18,24.6,Education,554,5,3,Poor,No,0.635,1
104413,35,Male,Sub-Saharan Africa,Primary,Salaried,28,7942,39852,6,16.25,Business,347,4,1,Good,Yes,0.418,1
104414,32,Female,South Asia,Secondary,Small Business,25,35963,96050,18,14.41,Medical,313,5,4,Good,No,0.223,0
104415,54,Female,Latin America,Postgraduate,Farmer,0,12577,116608,6,25.6,Housing,713,0,5,Poor,No,0.773,1
104416,24,Male,Latin America,Graduate,Small Business,11,25471,135838,6,14.21,Agriculture,650,1,1,Good,No,0.444,0
104417,36,Male,Latin America,Secondary,Small Business,23,13265,30412,6,19.94,Agriculture,747,2,4,Good,No,0.191,1
104418,57,Female,Latin America,Secondary,Small Business,23,34877,39163,18,13.73,Medical,539,2,4,Good,Yes,0.094,0
104419,57,Male,Southeast Asia,Graduate,Small Business,13,47472,120011,18,25.28,Business,829,4,5,Average,Yes,0.211,0
104420,30,Male,South Asia,Graduate,Small Business,27,32405,15700,12,16.78,Business,309,4,0,Poor,Yes,0.04,1
104421,38,Male,Sub-Saharan Africa,Secondary,Farmer,7,21221,75887,36,21.14,Housing,554,4,1,Average,No,0.298,0
104422,37,Male,South Asia,Postgraduate,Small Business,11,33955,45607,12,27.41,Business,494,1,3,Good,No,0.112,1
104423,27,Female,Latin America,Primary,Salaried,12,23443,24672,18,14.4,Business,787,0,2,Good,No,0.088,1
104424,23,Female,Southeast Asia,Primary,Farmer,26,16846,7463,24,20.89,Housing,608,5,1,Average,No,0.037,0
104425,57,Female,Sub-Saharan Africa,Primary,Small Business,16,13840,70316,24,14.07,Agriculture,339,4,3,Average,Yes,0.423,0
104426,61,Male,Sub-Saharan Africa,Postgraduate,Salaried,27,22283,94611,12,19.07,Medical,362,5,5,Good,No,0.354,1
104427,54,Male,Latin America,Primary,Salaried,9,43533,110557,12,22.39,Agriculture,845,3,1,Poor,No,0.212,0
104428,41,Male,Southeast Asia,Graduate,Salaried,27,48221,27053,6,18.55,Education,498,5,0,Good,Yes,0.047,0
104429,27,Male,South Asia,Postgraduate,Farmer,10,40451,18265,6,18.9,Housing,483,5,5,Average,No,0.038,0
104430,43,Female,Latin America,Secondary,Self-employed,9,16940,144392,6,21.58,Business,747,4,1,Good,Yes,0.71,0
104431,24,Female,Sub-Saharan Africa,Secondary,Small Business,8,13540,6382,6,25.36,Business,632,4,3,Good,Yes,0.039,0
104432,43,Male,Sub-Saharan Africa,Graduate,Self-employed,29,45050,45952,24,15.31,Agriculture,457,3,1,Good,No,0.085,0
104433,50,Female,South Asia,Graduate,Self-employed,27,19078,69951,36,26.94,Medical,445,5,0,Poor,Yes,0.306,1
104434,31,Female,Latin America,Primary,Small Business,1,7476,60781,18,27.47,Education,404,1,3,Good,Yes,0.678,1
104435,45,Male,Latin America,Primary,Self-employed,8,16723,95290,6,24.24,Business,338,1,0,Good,Yes,0.475,0
104436,31,Female,Sub-Saharan Africa,Postgraduate,Self-employed,13,38914,36754,12,25.7,Education,527,1,0,Poor,No,0.079,0
104437,30,Male,Southeast Asia,Graduate,Farmer,15,44434,41904,18,23.8,Housing,310,4,5,Poor,No,0.079,1
104438,24,Female,Sub-Saharan Africa,Graduate,Salaried,28,10990,18693,18,23.57,Education,845,1,3,Average,No,0.142,1
104439,26,Female,Sub-Saharan Africa,Postgraduate,Farmer,27,12598,128458,18,24.48,Agriculture,678,4,0,Average,No,0.85,0
104440,52,Female,South Asia,Secondary,Farmer,19,48913,122354,12,13.33,Medical,380,4,0,Good,Yes,0.208,1
104441,24,Female,South Asia,Postgraduate,Self-employed,22,15920,93921,6,25.45,Medical,502,0,2,Good,No,0.492,1
104442,29,Male,Latin America,Postgraduate,Salaried,20,10857,49561,36,15.65,Business,644,3,4,Good,Yes,0.38,0
104443,63,Female,South Asia,Primary,Self-employed,27,19045,43861,12,20.23,Medical,401,4,1,Average,Yes,0.192,0
104444,30,Male,Southeast Asia,Graduate,Farmer,6,14614,29182,6,26.82,Business,841,0,0,Poor,Yes,0.166,0
104445,48,Male,Sub-Saharan Africa,Secondary,Salaried,19,16497,34103,36,18.7,Business,684,1,0,Good,No,0.172,0
104446,33,Male,South Asia,Graduate,Farmer,8,33770,133052,36,21.57,Education,434,0,4,Average,Yes,0.328,0
104447,52,Female,Sub-Saharan Africa,Postgraduate,Self-employed,7,16795,116839,12,22.47,Business,554,0,4,Good,Yes,0.58,1
104448,58,Female,Sub-Saharan Africa,Graduate,Farmer,13,49450,15973,36,27.69,Education,817,2,5,Good,No,0.027,0
104449,64,Female,South Asia,Primary,Salaried,17,24030,94222,24,18.28,Education,318,3,4,Good,No,0.327,0
104450,37,Female,Southeast Asia,Postgraduate,Self-employed,3,33648,27012,24,15.35,Education,589,5,0,Good,No,0.067,0
104451,38,Female,South Asia,Graduate,Salaried,5,31588,76080,18,18.04,Agriculture,426,2,3,Average,Yes,0.201,0
104452,27,Male,Latin America,Graduate,Self-employed,16,40470,96630,12,19.58,Housing,351,3,2,Good,Yes,0.199,1
104453,34,Female,South Asia,Primary,Self-employed,29,32400,60660,6,27.59,Business,820,2,3,Average,Yes,0.156,0
104454,52,Female,Sub-Saharan Africa,Primary,Self-employed,27,22380,67581,36,26.57,Business,762,1,1,Good,No,0.252,0
104455,63,Female,Sub-Saharan Africa,Graduate,Small Business,6,44568,123512,12,21.71,Housing,695,5,3,Good,Yes,0.231,0
104456,30,Female,Southeast Asia,Primary,Farmer,5,18193,57611,18,13.78,Agriculture,694,2,3,Average,Yes,0.264,1
104457,47,Female,Latin America,Graduate,Self-employed,2,14400,68322,18,20.58,Education,363,2,4,Average,Yes,0.395,0
104458,61,Male,Sub-Saharan Africa,Graduate,Small Business,18,39869,129994,6,27.05,Agriculture,662,0,5,Poor,Yes,0.272,0
104459,61,Male,Southeast Asia,Postgraduate,Salaried,16,19044,86427,18,18.26,Agriculture,305,5,3,Good,No,0.378,1
104460,26,Female,Sub-Saharan Africa,Postgraduate,Self-employed,3,24226,107620,12,12.36,Business,710,5,4,Average,Yes,0.37,1
104461,21,Male,South Asia,Secondary,Salaried,24,41194,38818,18,23.0,Agriculture,846,5,1,Poor,Yes,0.079,0
104462,53,Male,Southeast Asia,Secondary,Farmer,3,49658,83079,12,22.32,Business,755,4,5,Good,No,0.139,0
104463,30,Female,Southeast Asia,Graduate,Salaried,8,45917,70966,36,16.52,Business,634,2,3,Average,No,0.129,0
104464,38,Female,Southeast Asia,Postgraduate,Farmer,7,13076,113702,36,26.79,Education,766,0,1,Good,Yes,0.725,1
104465,62,Male,South Asia,Secondary,Self-employed,5,23829,114826,36,15.43,Agriculture,310,2,0,Average,No,0.402,1
104466,36,Female,Sub-Saharan Africa,Secondary,Small Business,11,13610,8300,24,27.53,Medical,492,4,5,Good,Yes,0.051,1
104467,60,Male,Latin America,Primary,Salaried,2,32696,22040,18,23.86,Housing,407,4,5,Average,No,0.056,1
104468,31,Female,Sub-Saharan Africa,Postgraduate,Small Business,16,18638,12509,6,26.67,Medical,635,5,5,Average,No,0.056,1
104469,64,Male,Latin America,Postgraduate,Self-employed,15,15542,35613,18,20.36,Business,337,3,2,Average,No,0.191,0
104470,39,Male,Sub-Saharan Africa,Postgraduate,Salaried,22,25434,56368,6,21.31,Education,745,0,1,Good,Yes,0.185,0
104471,48,Female,Sub-Saharan Africa,Graduate,Salaried,24,8250,135346,24,19.7,Education,622,1,5,Average,No,1.367,0
104472,21,Male,Sub-Saharan Africa,Secondary,Farmer,10,13536,116162,24,22.3,Medical,849,5,1,Good,Yes,0.715,1
104473,58,Female,Sub-Saharan Africa,Secondary,Small Business,25,16796,136294,12,24.26,Agriculture,677,5,3,Good,No,0.676,0
104474,44,Male,Sub-Saharan Africa,Secondary,Self-employed,13,8239,112019,24,13.39,Business,404,4,2,Good,No,1.133,1
104475,51,Female,South Asia,Secondary,Self-employed,8,17743,26316,36,14.54,Business,555,5,1,Good,Yes,0.124,1
104476,51,Male,Latin America,Primary,Salaried,23,30071,111472,12,18.89,Business,551,0,4,Good,No,0.309,0
104477,31,Female,Southeast Asia,Primary,Salaried,18,34663,84368,18,19.77,Agriculture,413,4,0,Good,No,0.203,0
104478,33,Male,Sub-Saharan Africa,Postgraduate,Self-employed,3,28029,37134,12,25.36,Agriculture,614,2,2,Good,Yes,0.11,0
104479,58,Female,Southeast Asia,Primary,Self-employed,22,8107,49945,24,26.48,Medical,632,5,1,Good,No,0.513,0
104480,24,Male,South Asia,Postgraduate,Salaried,0,36639,146939,36,19.75,Business,822,3,5,Average,No,0.334,0
104481,45,Female,Latin America,Graduate,Salaried,17,25161,94812,24,16.22,Housing,632,4,5,Poor,No,0.314,0
104482,62,Male,Latin America,Postgraduate,Salaried,13,12614,135048,18,22.19,Business,794,1,3,Poor,No,0.892,1
104483,60,Male,Latin America,Graduate,Farmer,7,33059,80181,36,22.65,Education,707,5,1,Average,Yes,0.202,0
104484,37,Female,Latin America,Primary,Small Business,25,27614,55817,12,15.13,Agriculture,750,1,5,Good,No,0.168,0
104485,26,Male,Latin America,Primary,Small Business,18,15956,50143,24,17.74,Agriculture,328,5,4,Poor,Yes,0.262,1
104486,44,Male,Sub-Saharan Africa,Secondary,Small Business,7,45515,108821,24,23.08,Agriculture,600,5,5,Good,No,0.199,0
104487,56,Male,South Asia,Secondary,Self-employed,10,45724,148167,6,26.38,Medical,480,2,3,Good,No,0.27,0
104488,47,Female,Latin America,Postgraduate,Self-employed,20,45042,59320,36,19.49,Medical,450,3,4,Good,No,0.11,0
104489,29,Female,Latin America,Primary,Small Business,5,25311,105257,6,12.99,Agriculture,683,1,1,Good,Yes,0.347,1
104490,35,Female,South Asia,Primary,Farmer,29,23509,28906,24,17.64,Business,538,2,1,Poor,No,0.102,0
104491,38,Female,Latin America,Primary,Salaried,16,29988,135358,6,26.72,Agriculture,837,3,0,Good,No,0.376,1
104492,45,Female,South Asia,Primary,Farmer,29,23251,26704,18,26.29,Housing,690,1,2,Poor,Yes,0.096,1
104493,62,Female,South Asia,Postgraduate,Self-employed,1,37027,55682,24,18.11,Housing,410,2,5,Average,No,0.125,0
104494,34,Male,Sub-Saharan Africa,Graduate,Self-employed,7,29538,67094,18,14.42,Business,802,0,2,Good,No,0.189,1
104495,27,Male,Latin America,Secondary,Farmer,2,15903,12863,6,22.48,Business,597,0,3,Good,No,0.067,0
104496,49,Male,Southeast Asia,Primary,Small Business,11,38689,9702,18,17.26,Housing,718,1,5,Poor,No,0.021,0
104497,22,Female,Southeast Asia,Primary,Small Business,1,12829,59431,24,17.05,Education,556,5,2,Poor,No,0.386,1
104498,59,Male,Southeast Asia,Primary,Farmer,12,24288,137115,24,22.33,Housing,331,0,2,Poor,No,0.47,1
104499,24,Male,Sub-Saharan Africa,Primary,Self-employed,22,47229,50460,12,23.61,Business,677,5,3,Poor,Yes,0.089,0
104500,28,Male,South Asia,Secondary,Salaried,12,26525,109786,6,18.67,Medical,813,3,4,Average,No,0.345,0
104501,28,Male,Sub-Saharan Africa,Postgraduate,Small Business,23,7169,21059,12,19.29,Housing,556,4,4,Good,Yes,0.245,0
104502,43,Female,Sub-Saharan Africa,Primary,Farmer,9,15781,24274,24,25.99,Education,788,2,5,Good,Yes,0.128,0
104503,48,Female,Sub-Saharan Africa,Postgraduate,Salaried,28,19313,21548,12,17.88,Housing,554,3,1,Average,No,0.093,0
104504,54,Male,Latin America,Graduate,Farmer,27,40663,22555,24,16.93,Medical,400,0,4,Good,No,0.046,0
104505,24,Female,Sub-Saharan Africa,Primary,Small Business,3,41422,10118,24,23.2,Medical,709,5,3,Poor,No,0.02,0
104506,44,Female,Sub-Saharan Africa,Graduate,Small Business,15,36336,13560,24,21.12,Business,472,4,0,Good,No,0.031,0
104507,28,Female,Sub-Saharan Africa,Primary,Salaried,0,47760,16894,6,13.96,Agriculture,480,0,0,Average,Yes,0.029,1
104508,21,Male,Southeast Asia,Postgraduate,Farmer,7,33253,126737,12,27.23,Medical,653,2,5,Average,No,0.318,0
104509,36,Female,Sub-Saharan Africa,Secondary,Small Business,15,6577,120218,18,23.41,Medical,788,3,5,Average,No,1.523,1
104510,51,Male,South Asia,Primary,Self-employed,15,26110,82336,12,26.58,Medical,734,4,2,Average,No,0.263,1
104511,44,Female,South Asia,Postgraduate,Small Business,17,34131,148096,6,16.79,Medical,519,5,5,Good,Yes,0.362,0
104512,46,Male,Southeast Asia,Primary,Small Business,1,39955,89467,6,21.57,Medical,618,0,1,Good,No,0.187,0
104513,32,Female,Latin America,Postgraduate,Self-employed,11,18250,56294,36,15.94,Agriculture,509,2,2,Good,Yes,0.257,0
